source,issn,n,classe,sinais_curadoria,doaj,scimago,qualis_estilo,apc,retratacoes,citacao_media
Pediatrics International,13288067,1,Indexada,2,False,True,True,True,0,0.0
Periferia,19849540,1,Indexada,1,True,False,False,False,0,0.0
Perspectivas em Ciência da Informação,14139936,1,Indexada,3,True,True,True,False,0,2.0
Pesquisa Agropecuária Tropical,15176398,1,Indexada,3,True,True,True,False,0,1.0
Pesquisa Operacional,01017438,1,Indexada,2,False,True,True,False,0,3.0
Pesquisa Veterinária Brasileira,0100736X,1,Indexada,3,True,True,True,True,0,6.0
Pest Management Science,1526498X,1,Indexada,2,False,True,True,True,0,8.0
Pflügers Archiv - European Journal of Physiology,00316768,1,Indexada,2,False,True,True,True,0,7.0
Pharmaceutical Research,07248741,1,Indexada,2,False,True,True,True,0,34.0
Pharmacological Research,10436618,1,Indexada,3,True,True,True,True,0,64.0
Pharmacological Research - Natural Products,29501997,1,Indexada,2,False,True,True,True,0,1.0
Pharmacology Biochemistry and Behavior,00913057,1,Indexada,2,False,True,True,True,0,6.0
Photobiomodulation Photomedicine and Laser Surgery,25785478,1,Indexada,2,False,True,True,False,0,12.0
Phyllomedusa Journal of Herpetology,15191397,1,Indexada,3,True,True,True,False,0,12.0
Physica A Statistical Mechanics and its Applications,03784371,1,Indexada,2,False,True,True,True,0,26.0
Physica C Superconductivity,09214534,1,Indexada,2,False,True,True,True,0,2.0
Physical Activity and Health,25152270,1,Indexada,3,True,True,True,True,0,14.0
Physical Review B,10980121,1,Indexada,1,False,False,True,True,0,37.0
Physical Review E,15393755,1,Indexada,1,False,False,True,False,0,14.0
Physical Review Materials,24759953,1,Indexada,2,False,True,True,False,0,0.0
Physical Therapy,00319023,1,Indexada,2,False,True,True,True,0,9.0
Physical Therapy Reviews,10833196,1,Indexada,2,False,True,True,False,0,1.0
Physical Therapy in Sport,1466853X,1,Indexada,2,False,True,True,True,0,0.0
Physical review. E,24700045,1,Indexada,2,False,True,True,False,0,2.0
Physics Education,00319120,1,Indexada,2,False,True,True,True,0,7.0
Physics Letters B,03702693,1,Indexada,3,True,True,True,True,0,81.0
Physics of the Dark Universe,22126864,1,Indexada,2,False,True,True,True,0,2.0
Physiological Measurement,09673334,1,Indexada,2,False,True,True,True,0,12.0
Phytomedicine,09447113,1,Indexada,2,False,True,True,True,0,33.0
Plant Physiology and Biochemistry,09819428,1,Indexada,2,False,True,True,True,0,45.0
Planta Medica,00320943,1,Indexada,2,False,True,True,False,0,36.0
Plastic & Reconstructive Surgery,00321052,1,Indexada,2,False,True,True,False,0,6.0
Plastic & Reconstructive Surgery Global Open,21697574,1,Indexada,3,True,True,True,True,0,4.0
Polar Biology,07224060,1,Indexada,2,False,True,True,True,0,9.0
Polymer Bulletin,01700839,1,Indexada,2,False,True,True,True,0,30.0
Polymer International,09598103,1,Indexada,2,False,True,True,True,0,0.0
Polymers,20734360,1,Indexada,1,False,True,False,True,0,1.0
Portuguese Journal of Public Health,25043137,1,Indexada,1,True,False,False,True,0,0.0
Portuguese Language Journal,19420986,1,Indexada,1,True,False,False,False,0,0.0
Potato Research,00143065,1,Indexada,2,False,True,True,True,0,0.0
Poultry Science,00325791,1,Indexada,2,True,True,False,True,0,0.0
PragMATIZES - Revista Latino-Americana de Estudos em Cultura,22371508,1,Indexada,1,True,False,False,False,0,1.0
Praxis & Saber,22160159,1,Indexada,1,True,False,False,False,0,5.0
Precision Agriculture,13852256,1,Indexada,2,False,True,True,True,0,29.0
Preventive Medicine Reports,22113355,1,Indexada,3,True,True,True,True,0,6.0
Proa Revista de Antropologia e Arte,21756015,1,Indexada,1,True,False,False,False,0,0.0
Procedia CIRP,22128271,1,Indexada,1,False,True,False,False,0,23.0
Proceedings of the Royal Society A Mathematical Physical and Engineering Sciences,13645021,1,Indexada,2,False,True,True,False,0,0.0
Production,01036513,1,Indexada,3,True,True,True,False,0,16.0
Projeto História Revista do Programa de Estudos Pós-Graduados em História,01024442,1,Indexada,3,True,True,True,False,0,0.0
Proteins Structure Function and Bioinformatics,08873585,1,Indexada,2,False,True,True,True,0,40.0
Psicologia,08742049,1,Indexada,2,False,True,True,False,0,0.0
Psychiatry International,26735318,1,Indexada,3,True,True,True,True,0,0.0
Psychophysiology,00485772,1,Indexada,2,False,True,True,True,0,74.0
Punto sur,26837404,1,Indexada,1,True,False,False,False,0,0.0
RDE - Revista de Desenvolvimento Econômico,15161684,1,Indexada,1,True,False,False,False,0,1.0
REALIZAÇÃO,23583401,1,Indexada,1,True,False,False,False,0,1.0
REAMEC - Rede Amazônica de Educação em Ciências e Matemática,23186674,1,Indexada,1,True,False,False,False,0,16.0
RELACult - Revista Latino-Americana de Estudos em Cultura e Sociedade,25257870,1,Indexada,1,True,False,False,False,0,0.0
RELIES Revista del Laboratorio Iberoamericano para el Estudio Sociohistórico de las Sexualidades,26598620,1,Indexada,1,True,False,False,False,0,0.0
REM - International Engineering Journal,03704467,1,Indexada,1,True,False,False,False,0,4.0
REMAT Revista Eletrônica da Matemática,24472689,1,Indexada,1,True,False,False,False,0,4.0
REVISTA BRASILEIRA DE AGROECOLOGIA,19809735,1,Indexada,1,True,False,False,False,0,3.0
REVISTA CHILENA DE ENTOMOLOGÍA,0034740X,1,Indexada,1,True,False,False,False,0,0.0
REVISTA DIÁLOGOS E PERSPECTIVAS EM EDUCAÇÃO ESPECIAL,23588845,1,Indexada,1,True,False,False,False,0,0.0
RGO - Revista Gaúcha de Odontologia,00349542,1,Indexada,1,True,False,False,False,0,2.0
RISTI - Revista Ibérica de Sistemas e Tecnologias de Informação,16469895,1,Indexada,1,False,False,True,False,0,0.0
RSC Advances,20462069,1,Indexada,3,True,True,True,True,0,8.0
Radiation Protection Dosimetry,01448420,1,Indexada,2,False,True,True,True,0,12.0
Radiographics,02715333,1,Indexada,2,False,True,True,False,0,0.0
Rangelands,01900528,1,Indexada,1,False,True,False,True,0,0.0
Rapid Communications in Mass Spectrometry,09514198,1,Indexada,2,False,True,True,True,0,18.0
ReMark - Revista Brasileira de Marketing,21775184,1,Indexada,2,False,True,True,False,0,3.0
Rebeca - Revista Brasileira de Estudos de Cinema e Audiovisual,23169230,1,Indexada,1,True,False,False,False,0,0.0
Rehabilitation Psychology,00905550,1,Indexada,2,False,True,True,False,0,1.0
Rehabilitation Research and Practice,20902867,1,Indexada,2,False,True,True,True,0,3.0
Rematec,19803141,1,Indexada,1,True,False,False,False,0,0.0
Remote Sensing Applications Society and Environment,23529385,1,Indexada,2,False,True,True,True,0,9.0
Renal Failure,0886022X,1,Indexada,3,True,True,True,True,0,44.0
Renewable Energy,09601481,1,Indexada,2,False,True,True,True,0,79.0
Reproduction,14701626,1,Indexada,2,False,True,True,False,0,1.0
Reproductive Biology,1642431X,1,Indexada,2,False,True,True,True,0,2.0
Reproductive Sciences,19337191,1,Indexada,2,False,True,True,True,0,19.0
Reprodução & Climatério,14132087,1,Indexada,1,False,False,True,False,0,1.0
Research in Transportation Business & Management,22105395,1,Indexada,1,False,True,False,True,0,0.0
Respiratory Care,00201324,1,Indexada,2,False,True,True,False,0,40.0
Respiratory Physiology & Neurobiology,15699048,1,Indexada,2,False,True,True,True,0,12.0
Results in Chemistry,22117156,1,Indexada,3,True,True,True,True,0,0.0
Retina,0275004X,1,Indexada,2,False,True,True,False,0,4.0
Review of Scientific Instruments,00346748,1,Indexada,1,False,True,False,False,0,0.0
Revista Agro mbiente On-line,19828470,1,Indexada,1,True,False,False,False,0,4.0
Revista Agrogeoambiental,1984428X,1,Indexada,1,True,False,False,False,0,0.0
Revista BOEM,2357724X,1,Indexada,1,True,False,False,False,0,0.0
Revista Brasileira da Educação Profissional e Tecnológica,19830408,1,Indexada,1,True,False,False,False,0,0.0
Revista Brasileira de Aprendizagem Aberta e a Distância,18061362,1,Indexada,1,True,False,False,False,0,1.0
Revista Brasileira de Biologia,00347108,1,Indexada,1,False,False,True,False,0,32.0
Revista Brasileira de Ciência do Solo,01000683,1,Indexada,3,True,True,True,True,0,6.0
Revista Brasileira de Coloproctologia,01019880,1,Indexada,1,False,False,True,False,0,2.0
Revista Brasileira de Economia,00347140,1,Indexada,2,False,True,True,True,0,4.0
Revista Brasileira de Ensino de Ciência e Tecnologia,1982873X,1,Indexada,1,True,False,False,False,0,3.0
Revista Brasileira de Estudos de População,01023098,1,Indexada,3,True,True,True,False,0,6.0
Revista Brasileira de Geomorfologia,15191540,1,Indexada,3,True,True,True,False,0,5.0
Revista Brasileira de História da Ciência,19834713,1,Indexada,3,True,True,True,False,0,1.0
Revista Brasileira de História da Educação,15195902,1,Indexada,1,True,False,False,False,0,0.0
Revista Brasileira de Parasitologia Veterinária/Brazilian Journal of Veterinary Parasitology,0103846X,1,Indexada,3,True,True,True,True,0,33.0
Revista Brasileira de Segurança Pública,19811659,1,Indexada,3,True,True,True,False,0,0.0
Revista Catarinense da Ciência Contábil,18083781,1,Indexada,1,True,False,False,False,0,0.0
Revista Cerrados,16788346,1,Indexada,1,True,False,False,False,0,1.0
Revista Ciência Agrícola,01038699,1,Indexada,1,True,False,False,False,0,0.0
Revista Colombiana de Ciencia Animal - RECIA,20274297,1,Indexada,1,True,False,False,False,0,0.0
Revista Colombiana de Entomología,01200488,1,Indexada,2,False,True,True,False,0,4.0
Revista Contemporânea de Contabilidade,18071821,1,Indexada,1,True,False,False,False,0,0.0
Revista Continentes,23178825,1,Indexada,1,True,False,False,False,0,1.0
Revista Educação em Saúde/Revista Educação em Saúde Unievangélica,23168498,1,Indexada,1,True,False,False,False,0,0.0
Revista Electrónica Educare,14094258,1,Indexada,3,True,True,True,False,0,0.0
Revista Eletrônica História em Reflexão,19812434,1,Indexada,1,True,False,False,False,0,0.0
Revista Eletrônica da Associação dos Geógrafos Brasileiros Seção Três Lagoas - (ISSN 1808-2653),18082653,1,Indexada,1,True,False,False,False,0,0.0
Revista Engenharia na Agricultura - REVENG,14143984,1,Indexada,1,True,False,False,True,0,0.0
Revista Ensayos Pedagógicos,16590104,1,Indexada,1,True,False,False,False,0,0.0
Revista Estudos Feministas,0104026X,1,Indexada,2,True,True,False,False,0,0.0
Revista Extensão & Cidadania/Revista Extensão e Cidadania,23174609,1,Indexada,1,True,False,False,False,0,1.0
Revista Facultad Nacional de Agronomía Medellín,03042847,1,Indexada,3,True,True,True,False,0,3.0
Revista Geográfica de América Central,1011484X,1,Indexada,2,True,False,True,False,0,0.0
Revista Gestão Organizacional,18066720,1,Indexada,1,True,False,False,False,0,3.0
Revista Gênero,15179699,1,Indexada,1,True,False,False,False,0,0.0
Revista IBRACON de Estruturas e Materiais,19834195,1,Indexada,3,True,True,True,False,0,0.0
Revista Ibero-Americana de Estudos em Educação,19825587,1,Indexada,1,True,False,False,False,0,0.0
Revista Iberoamericana de Diagnóstico y Evaluación - e Avaliação Psicológica,11353848,1,Indexada,1,False,True,False,False,0,2.0
Revista Iberoamericana de Tecnología en Educación y Educación en Tecnología,18509959,1,Indexada,1,True,False,False,False,0,3.0
Revista Interamericana de Psicología/Interamerican Journal of Psychology,00349690,1,Indexada,3,True,True,True,False,0,0.0
Revista Interinstitucional Artes de Educar,23596856,1,Indexada,1,True,False,False,False,0,1.0
Revista Internacional de Medicina y Ciencias de la Actividad Física y del Deporte,15770354,1,Indexada,2,False,True,True,True,0,2.0
Revista Kairós Gerontologia,15162567,1,Indexada,1,True,False,False,False,0,0.0
Revista Katálysis,14144980,1,Indexada,1,True,False,False,False,0,5.0
Revista Latinoamericana de Ciencias Sociales Niñez y Juventud,1692715X,1,Indexada,3,True,True,True,False,0,0.0
Revista Latinoamericana de Investigación en Matemática Educativa,16652436,1,Indexada,2,False,True,True,False,0,0.0
Revista Latinoamericana de Psicología,01200534,1,Indexada,2,False,True,True,False,0,13.0
Revista Latinoamericana de Psicopatologia Fundamental,14154714,1,Indexada,3,True,True,True,False,0,25.0
Revista Linguagem em Foco,21767955,1,Indexada,1,True,False,False,False,0,0.0
Revista Maracanan,1807989X,1,Indexada,1,True,False,False,False,0,0.0
Revista Margens Interdisciplinar,19825374,1,Indexada,2,False,True,True,False,0,4.0
Revista Mexicana de Física,0035001X,1,Indexada,2,False,True,True,False,0,2.0
Revista Pedagógica,14158175,1,Indexada,1,True,False,False,False,0,1.0
Revista Pensamento Contemporâneo em Administração,19822596,1,Indexada,1,True,False,False,False,0,0.0
Revista Periódicus,23580844,1,Indexada,1,True,False,False,False,0,3.0
Revista Peruana de Medicina Experimental y Salud Pública,17264634,1,Indexada,3,True,True,True,False,0,4.0
Revista Pesquisa e Debate em Educação,22379436,1,Indexada,1,True,False,False,False,0,2.0
Revista Pistis Praxis,19843755,1,Indexada,1,True,False,False,False,0,0.0
Revista Portuguesa de Cardiologia,08702551,1,Indexada,3,True,True,True,True,0,15.0
Revista Portuguesa de Educação,08719187,1,Indexada,3,True,True,True,False,0,0.0
Revista Portuguesa de Estomatologia Medicina Dentária e Cirurgia Maxilofacial,16462890,1,Indexada,3,True,True,True,False,0,0.0
Revista Prevenção de Infecção e Saúde,24467901,1,Indexada,1,True,False,False,False,0,0.0
Revista Projetar - Projeto e Percepção do Ambiente,2447617X,1,Indexada,1,True,False,False,False,0,1.0
Revista Rural & Urbano,25256092,1,Indexada,1,True,False,False,False,0,1.0
Revista Saúde & Diversidade,25267914,1,Indexada,1,True,False,False,False,0,0.0
Revista Sobecc,14144425,1,Indexada,1,True,False,False,False,0,0.0
Revista Sociais e Humanas,01030620,1,Indexada,1,True,False,False,False,0,1.0
Revista Sítio Novo,25947036,1,Indexada,1,True,False,False,False,0,0.0
Revista Tamoios,16761995,1,Indexada,1,True,False,False,False,0,1.0
Revista Tecnologia e Sociedade,18090044,1,Indexada,1,True,False,False,False,0,5.0
Revista Temas em Educação,01042777,1,Indexada,1,True,False,False,False,0,0.0
Revista Texto Poético,18085385,1,Indexada,1,True,False,False,False,0,0.0
Revista Vitruvian Cogitationes,26759616,1,Indexada,1,True,False,False,False,0,1.0
Revista chilena de pediatría,03704106,1,Indexada,1,False,False,True,False,0,3.0
Revista da FUNDARTE,15196569,1,Indexada,1,True,False,False,False,0,0.0
Revista da Faculdade de Direito da Universidade Federal de Uberlândia,21774919,1,Indexada,1,True,False,False,False,0,0.0
Revista da Sociedade Brasileira de Fonoaudiologia,15168034,1,Indexada,1,True,False,False,False,0,15.0
Revista da Tulha,24477117,1,Indexada,1,True,False,False,False,0,0.0
Revista de Administração Sociedade e Inovação,24478156,1,Indexada,1,True,False,False,True,0,2.0
Revista de Biologia Neotropical / Journal of Neotropical Biology,18079652,1,Indexada,2,True,True,False,False,0,0.0
Revista de Casos e Consultoria,22377417,1,Indexada,1,True,False,False,False,0,11.0
Revista de Ciências Agrárias,0871018X,1,Indexada,1,True,False,False,True,0,2.0
Revista de Ciências da Saúde Nova Esperança,16791983,1,Indexada,1,True,False,False,False,0,0.0
Revista de Ciências do Estado,25258036,1,Indexada,1,True,False,False,False,0,0.0
Revista de Direito da Cidade,18096077,1,Indexada,1,True,False,False,False,0,2.0
Revista de Economia Contemporânea,14159848,1,Indexada,3,True,True,True,False,0,3.0
Revista de Economia e Sociologia Rural,01032003,1,Indexada,3,True,True,True,True,0,6.0
Revista de Educação Física / Journal of Physical Education,01028464,1,Indexada,1,True,False,False,False,0,0.0
Revista de Educação PUC-Campinas,15193993,1,Indexada,1,True,False,False,False,0,0.0
Revista de Educação Pública,01045962,1,Indexada,1,True,False,False,False,0,1.0
Revista de Enseñanza de la Física,03267091,1,Indexada,1,True,False,False,False,0,1.0
Revista de Estudios de Género La Ventana,14059436,1,Indexada,1,True,False,False,False,0,1.0
Revista de Estudos da Linguagem,01040588,1,Indexada,2,False,True,True,False,0,0.0
Revista de Filosofia Aurora,01044443,1,Indexada,1,True,False,False,False,0,0.0
Revista de Gastroenterología de México,03750906,1,Indexada,2,True,True,False,True,0,0.0
Revista de Gestão Ambiental e Sustentabilidade,23169834,1,Indexada,2,False,True,True,False,0,2.0
Revista de História da Educação Matemática,24476447,1,Indexada,1,True,False,False,False,0,0.0
Revista de Investigación en Psicología,1560909X,1,Indexada,1,True,False,False,False,0,0.0
Revista de Letras Norte mentos,19838018,1,Indexada,1,True,False,False,False,0,0.0
Revista de Psicologia da IMED,21755027,1,Indexada,1,True,False,False,False,0,14.0
