source,issn,n,classe,sinais_curadoria,doaj,scimago,qualis_estilo,apc,retratacoes,citacao_media
International Journal of Biometeorology,00207128,1,Indexada,2,False,True,True,True,0,8.0
International Journal of COPD,11769106,1,Indexada,3,True,True,True,True,0,4.0
International Journal of Circuit Theory and Applications,00989886,1,Indexada,2,False,True,True,True,0,5.0
International Journal of Clinical Practice,13685031,1,Indexada,3,True,True,True,True,0,0.0
International Journal of Dairy Technology,1364727X,1,Indexada,2,False,True,True,True,0,8.0
International Journal of Emergency Medicine,18651372,1,Indexada,3,True,True,True,True,0,10.0
International Journal of Environmental Health Research,09603123,1,Indexada,2,False,True,True,False,0,0.0
International Journal of Environmental Science and Technology,17351472,1,Indexada,2,False,True,True,True,0,0.0
International Journal of Food Properties,10942912,1,Indexada,3,True,True,True,True,0,45.0
International Journal of Food Sciences and Nutrition,09637486,1,Indexada,2,False,True,True,False,0,1.0
International Journal of Hygiene and Environmental Health,14384639,1,Indexada,2,False,True,True,True,0,2.0
International Journal of Immunogenetics,17443121,1,Indexada,2,False,True,True,True,0,0.0
International Journal of Industrial Ergonomics,01698141,1,Indexada,2,False,True,True,True,0,79.0
International Journal of Innovation and Sustainable Development,17408822,1,Indexada,2,False,True,True,False,0,30.0
International Journal of Logistics Research and Applications,13675567,1,Indexada,2,False,True,True,False,0,11.0
International Journal of Mathematics,0129167X,1,Indexada,2,False,True,True,False,0,4.0
International Journal of Medical Sciences,14491907,1,Indexada,2,True,True,False,True,0,36.0
International Journal of Modern Physics A,0217751X,1,Indexada,2,False,True,True,False,0,2.0
International Journal of Modern Physics B,02179792,1,Indexada,2,False,True,True,False,0,1.0
International Journal of Nephrology,2090214X,1,Indexada,3,True,True,True,True,0,23.0
International Journal of Nephrology and Renovascular Disease,11787058,1,Indexada,3,True,True,True,True,0,1.0
International Journal of Nursing Studies Advances,2666142X,1,Indexada,3,True,True,True,True,0,18.0
International Journal of Performance Analysis in Sport,14748185,1,Indexada,2,False,True,True,False,0,8.0
International Journal of Pharmaceutics,03785173,1,Indexada,2,False,True,True,True,0,49.0
International Journal of Public Health,16618556,1,Indexada,3,True,True,True,False,0,2.0
International Journal of Rehabilitation Research,03425282,1,Indexada,2,False,True,True,False,0,2.0
International Journal of Reliability and Safety,1479389X,1,Indexada,2,False,True,True,False,0,0.0
International Journal of Research in Education and Science,21489955,1,Indexada,1,False,False,True,False,0,2.0
International Journal of Retina and Vitreous,20569920,1,Indexada,3,True,True,True,True,0,2.0
International Journal of River Basin Management,15715124,1,Indexada,2,False,True,True,False,0,2.0
International Journal of Sports Physiology and Performance,15550265,1,Indexada,2,False,True,True,False,0,2.0
International Journal of Sustainable Engineering,19397038,1,Indexada,3,True,True,True,True,0,18.0
International Journal of Thermal Sciences,12900729,1,Indexada,2,False,True,True,True,0,13.0
International Journal of Women s Health,11791411,1,Indexada,3,True,True,True,True,0,1.0
International Orthopaedics,03412695,1,Indexada,2,False,True,True,True,0,9.0
International Review of Civil Engineering (IRECE),20369913,1,Indexada,2,False,True,True,False,0,7.0
International Review of Psychiatry,09540261,1,Indexada,2,False,True,True,False,0,19.0
International Surgery,00208868,1,Indexada,3,True,True,True,False,0,25.0
International Urogynecology Journal,09373462,1,Indexada,2,False,True,True,True,0,41.0
International Wound Journal,17424801,1,Indexada,3,True,True,True,True,0,38.0
International braz j urol,16775538,1,Indexada,3,True,True,True,False,0,16.0
Invertebrate Reproduction & Development,07924259,1,Indexada,2,False,True,True,False,0,11.0
JACC Asia,27723747,1,Indexada,3,True,True,True,True,0,5.0
JACC: Cardiovascular Interventions,18767605,1,Indexada,2,False,True,True,True,0,117.0
JAIDS Journal of Acquired Immune Deficiency Syndromes,15254135,1,Indexada,2,False,True,True,False,0,6.0
JCR Journal of Clinical Rheumatology,10761608,1,Indexada,2,False,True,True,False,0,26.0
JMIR Public Health and Surveillance,23692960,1,Indexada,3,True,True,True,True,0,31.0
JMIR Rehabilitation and Assistive Technologies,23692529,1,Indexada,3,True,True,True,True,0,27.0
JMIR Research Protocols,19290748,1,Indexada,3,True,True,True,True,0,10.0
JOURNAL OF CURRENT GLAUCOMA PRACTICE,09740333,1,Indexada,2,False,True,True,False,0,1.0
Jornal Brasileiro de Doenças Sexualmente Transmissíveis,01034065,1,Indexada,1,True,False,False,False,0,2.0
Jornal de Pneumologia,01023586,1,Indexada,1,False,False,True,False,0,2.0
Journal de Chirurgie Viscérale,1878786X,1,Indexada,1,False,False,True,True,0,0.0
Journal of Affective Disorders,01650327,1,Indexada,2,False,True,True,True,0,1.0
Journal of Agronomy and Crop Science,09312250,1,Indexada,2,False,True,True,True,0,10.0
Journal of Allergy and Clinical Immunology,00916749,1,Indexada,2,False,True,True,True,0,1.0
Journal of Alzheimer s Disease,13872877,1,Indexada,2,False,True,True,False,0,9.0
Journal of Animal Science and Biotechnology/Journal of animal science and biotechnology,16749782,1,Indexada,2,True,True,False,True,0,0.0
Journal of Applied Entomology,09312048,1,Indexada,2,False,True,True,True,0,4.0
Journal of Applied Fluid Mechanics,17353572,1,Indexada,2,True,True,False,False,0,0.0
Journal of Applied Gerontology,07334648,1,Indexada,2,False,True,True,True,0,0.0
Journal of Applied Mechanics and Technical Physics,00218944,1,Indexada,2,False,True,True,False,0,0.0
Journal of Applied Pharmaceutical Science,22313354,1,Indexada,1,False,True,False,False,0,7.0
Journal of Back and Musculoskeletal Rehabilitation,10538127,1,Indexada,2,False,True,True,True,0,2.0
Journal of Behavioral and Cognitive Therapy,25899791,1,Indexada,2,False,True,True,True,0,0.0
Journal of Biogeography,03050270,1,Indexada,2,False,True,True,True,0,17.0
Journal of Biologically Active Products from Nature,22311866,1,Indexada,2,False,True,True,False,0,1.0
Journal of Biomaterials Science Polymer Edition,09205063,1,Indexada,2,False,True,True,False,0,14.0
Journal of Biomedical Nanotechnology,15507033,1,Indexada,2,False,True,True,False,0,0.0
Journal of Biomedical Science,10217770,1,Indexada,3,True,True,True,False,0,20.0
Journal of Biotechnology,01681656,1,Indexada,2,False,True,True,True,0,152.0
Journal of Business and Industrial Marketing,08858624,1,Indexada,2,False,True,True,False,0,9.0
Journal of Cachexia Sarcopenia and Muscle,21905991,1,Indexada,3,True,True,True,True,0,14.0
Journal of Cancer Research and Therapeutics,09731482,1,Indexada,2,False,True,True,False,0,23.0
Journal of Cardiovascular Imaging,25867210,1,Indexada,2,False,True,True,True,0,4.0
Journal of Chemical Theory and Computation,15499618,1,Indexada,2,False,True,True,True,0,0.0
Journal of Clinical Gastroenterology,01920790,1,Indexada,2,False,True,True,False,0,2.0
Journal of Clinical Neuroscience,09675868,1,Indexada,2,False,True,True,True,0,2.0
Journal of Clinical and Experimental Dentistry,19895488,1,Indexada,2,False,True,True,False,0,5.0
Journal of Cluster Science,10407278,1,Indexada,2,False,True,True,True,0,6.0
Journal of Colloid and Interface Science,00219797,1,Indexada,2,False,True,True,True,0,12.0
Journal of Community Health,00945145,1,Indexada,2,False,True,True,True,0,13.0
Journal of Comparative Pathology,00219975,1,Indexada,2,False,True,True,True,0,5.0
Journal of Controlled Release,01683659,1,Indexada,2,False,True,True,True,0,25.0
Journal of Critical Care,08839441,1,Indexada,2,False,True,True,True,0,0.0
Journal of Dairy Research,00220299,1,Indexada,2,False,True,True,True,0,16.0
Journal of Data Science,1680743X,1,Indexada,3,True,True,True,False,0,20.0
Journal of Dietary Supplements,19390211,1,Indexada,2,False,True,True,False,0,37.0
Journal of Drug Issues,00220426,1,Indexada,2,False,True,True,True,0,2.0
Journal of Eating Disorders,20502974,1,Indexada,3,True,True,True,True,0,8.0
Journal of Education for Teaching International Research and Pedagogy,02607476,1,Indexada,2,False,True,True,False,0,55.0
Journal of Energy Storage,2352152X,1,Indexada,2,False,True,True,True,0,1.0
Journal of Environmental Science and Health Part B,03601234,1,Indexada,2,False,True,True,False,0,2.0
Journal of Epilepsy and Clinical Neurophysiology,16762649,1,Indexada,1,False,False,True,False,0,7.0
Journal of Equine Veterinary Science,07370806,1,Indexada,2,False,True,True,True,0,1.0
Journal of Exercise Rehabilitation,2288176X,1,Indexada,3,True,True,True,False,0,8.0
Journal of Experimental Botany,00220957,1,Indexada,2,False,True,True,True,0,28.0
Journal of Experimental Zoology Part A Ecological and Integrative Physiology,24715638,1,Indexada,2,False,True,True,True,0,15.0
Journal of Fish Biology,00221112,1,Indexada,2,False,True,True,True,0,0.0
Journal of Fluorine Chemistry,00221139,1,Indexada,2,False,True,True,True,0,14.0
Journal of Food Composition and Analysis,08891575,1,Indexada,1,False,True,False,True,0,2.0
Journal of Food Engineering,02608774,1,Indexada,2,False,True,True,True,0,3.0
Journal of Food Science,00221147,1,Indexada,2,False,True,True,True,0,14.0
Journal of Functional Biomaterials,20794983,1,Indexada,3,True,True,True,True,0,17.0
Journal of Functional Morphology and Kinesiology,24115142,1,Indexada,3,True,True,True,True,0,1.0
Journal of Gastrointestinal Cancer,19416628,1,Indexada,2,False,True,True,True,0,12.0
Journal of Genetic Engineering and Biotechnology,1687157X,1,Indexada,3,True,True,True,False,0,16.0
Journal of Geographical Systems,14355930,1,Indexada,2,False,True,True,True,0,77.0
Journal of Glaucoma,10570829,1,Indexada,2,False,True,True,False,0,20.0
Journal of Hepatology,01688278,1,Indexada,2,False,True,True,True,0,6.0
Journal of Herpetology,00221511,1,Indexada,2,False,True,True,False,0,6.0
Journal of Hospital Infection,01956701,1,Indexada,2,False,True,True,True,0,13.0
Journal of Hydroinformatics,14647141,1,Indexada,3,True,True,True,False,0,5.0
Journal of Industrial and Business Economics,03912078,1,Indexada,2,False,True,True,True,0,2.0
Journal of Insect Biodiversity,21477612,1,Indexada,2,False,True,True,False,0,2.0
Journal of Intensive Care Medicine,08850666,1,Indexada,2,False,True,True,True,0,2.0
Journal of Interferon & Cytokine Research,10799907,1,Indexada,2,False,True,True,False,0,15.0
Journal of Low Temperature Physics,00222291,1,Indexada,2,False,True,True,True,0,3.0
Journal of Macromolecular Science Part A,10601325,1,Indexada,2,False,True,True,False,0,13.0
Journal of Manufacturing Technology Management,1741038X,1,Indexada,2,False,True,True,False,0,12.0
Journal of Materials Engineering and Performance,10599495,1,Indexada,2,False,True,True,True,0,38.0
Journal of Materials Research and Technology,22140697,1,Indexada,3,True,True,True,True,0,61.0
Journal of Materials Science Materials in Medicine,09574530,1,Indexada,3,True,True,True,True,0,33.0
Journal of Medical Microbiology,00222615,1,Indexada,2,False,True,True,False,0,40.0
Journal of Medical Systems,01485598,1,Indexada,2,False,True,True,True,0,8.0
Journal of Medical Ultrasound,09296441,1,Indexada,3,True,True,True,False,0,1.0
Journal of Medical and Biological Engineering,16090985,1,Indexada,2,False,True,True,True,0,1.0
Journal of Medicinal Plants Research,19960875,1,Indexada,1,False,False,True,False,0,5.0
Journal of Microbiological Methods,01677012,1,Indexada,2,False,True,True,True,0,8.0
Journal of Mining and Metallurgy A Mining,14505959,1,Indexada,1,True,False,False,False,0,3.0
Journal of Modern Applied Statistical Methods,15389472,1,Indexada,1,False,False,True,False,0,1.0
Journal of Molecular Catalysis B Enzymatic,13811177,1,Indexada,1,False,False,True,False,0,589.0
Journal of Molecular Diagnostics,15251578,1,Indexada,2,False,True,True,True,0,202.0
Journal of Molecular Liquids,01677322,1,Indexada,2,False,True,True,True,0,69.0
Journal of Molecular Medicine,09462716,1,Indexada,2,False,True,True,True,0,18.0
Journal of Molecular Structure THEOCHEM,01661280,1,Indexada,1,False,False,True,False,0,6.0
Journal of Morphology,03622525,1,Indexada,2,False,True,True,True,0,10.0
Journal of Nanoparticle Research,13880764,1,Indexada,2,False,True,True,True,0,11.0
Journal of Nanoscience and Nanotechnology,15334880,1,Indexada,1,False,False,True,False,0,2.0
Journal of Natural History,00222933,1,Indexada,2,False,True,True,False,0,7.0
Journal of Nephrology,11218428,1,Indexada,2,False,True,True,True,0,12.0
Journal of Neurological Surgery Part A Central European Neurosurgery,21936315,1,Indexada,2,False,True,True,False,0,11.0
Journal of Non-Crystalline Solids,00223093,1,Indexada,2,False,True,True,True,0,9.0
Journal of Nursing Measurement,10613749,1,Indexada,2,False,True,True,False,0,0.0
Journal of Nutrition,00223166,1,Indexada,2,False,True,True,True,0,65.0
Journal of Nutrition and Metabolism,20900724,1,Indexada,3,True,True,True,True,0,3.0
Journal of Nutritional Science,20486790,1,Indexada,3,True,True,True,True,0,6.0
Journal of Obesity,20900708,1,Indexada,3,True,True,True,True,0,38.0
Journal of Occupational Therapy Schools & Early Intervention,19411243,1,Indexada,2,False,True,True,False,0,2.0
Journal of Parasitic Diseases,09717196,1,Indexada,2,False,True,True,True,0,5.0
Journal of Parenteral and Enteral Nutrition,01486071,1,Indexada,2,False,True,True,True,0,4.0
Journal of Personalized Medicine,20754426,1,Indexada,2,False,True,True,True,0,54.0
Journal of Pharmacological Sciences,13478613,1,Indexada,3,True,True,True,True,0,15.0
Journal of Pharmacy and Pharmacology,00223573,1,Indexada,2,False,True,True,True,0,16.0
Journal of Photochemistry and Photobiology A Chemistry,10106030,1,Indexada,2,False,True,True,True,0,2.0
Journal of Physical Education and Human Movement,26595699,1,Indexada,1,True,False,False,False,0,0.0
Journal of Physical Therapy Science,09155287,1,Indexada,1,False,False,True,False,0,10.0
Journal of Physics Communications,23996528,1,Indexada,2,True,True,False,True,0,12.0
Journal of Physics and Chemistry of Solids,00223697,1,Indexada,2,False,True,True,True,0,26.0
Journal of Plant Growth Regulation,07217595,1,Indexada,2,False,True,True,True,0,6.0
Journal of Power Sources,03787753,1,Indexada,2,False,True,True,True,0,3.0
Journal of Prevention,27315533,1,Indexada,2,False,True,True,True,0,1.0
Journal of Quaternary Science,02678179,1,Indexada,2,False,True,True,True,0,2.0
Journal of Raman Spectroscopy,03770486,1,Indexada,2,False,True,True,True,0,4.0
Journal of Saudi Chemical Society,13196103,1,Indexada,3,True,True,True,True,0,14.0
Journal of Seed Science,23171537,1,Indexada,3,True,True,True,True,0,5.0
Journal of Sleep Research,09621105,1,Indexada,2,False,True,True,True,0,29.0
Journal of Sol-Gel Science and Technology,09280707,1,Indexada,2,False,True,True,True,0,3.0
Journal of Solid State Electrochemistry,14328488,1,Indexada,2,False,True,True,True,0,4.0
Journal of Sport and Exercise Psychology,08952779,1,Indexada,2,False,True,True,False,0,3.0
Journal of Statistical Physics,00224715,1,Indexada,2,False,True,True,True,0,16.0
Journal of Structural Chemistry,00224766,1,Indexada,2,False,True,True,False,0,1.0
Journal of Surgical Case Reports,20428812,1,Indexada,3,True,True,True,True,0,1.0
Journal of Survey Statistics and Methodology,23250984,1,Indexada,2,False,True,True,True,0,0.0
Journal of The Electrochemical Society,00134651,1,Indexada,2,False,True,True,True,0,2.0
Journal of The Royal Society Interface,17425662,1,Indexada,2,False,True,True,False,0,19.0
Journal of Trace Elements in Medicine and Biology,0946672X,1,Indexada,2,False,True,True,True,0,3.0
Journal of Transplantation,20900007,1,Indexada,1,True,False,False,True,0,4.0
Journal of Ultrasonography,20848404,1,Indexada,3,True,True,True,False,0,18.0
Journal of Ultrasound,18767931,1,Indexada,2,False,True,True,True,0,1.0
Journal of Urban and Environmental Engineering,19823932,1,Indexada,3,True,True,True,False,0,8.0
Journal of Vacuum Science & Technology B Nanotechnology and Microelectronics Materials Processing Measurement and Phenomena,21662746,1,Indexada,2,False,True,True,False,0,10.0
Journal of Vascular Nursing,10620303,1,Indexada,2,False,True,True,True,0,3.0
Journal of Vector Borne Diseases,09729062,1,Indexada,3,True,True,True,False,0,0.0
Journal of Vertebrate Paleontology,02724634,1,Indexada,2,False,True,True,False,0,3.0
Journal of Veterinary Behavior,15587878,1,Indexada,2,False,True,True,True,0,1.0
Journal of Veterinary Diagnostic Investigation,10406387,1,Indexada,2,False,True,True,True,0,8.0
Journal of Veterinary Emergency and Critical Care,14764431,1,Indexada,2,False,True,True,True,0,12.0
Journal of Veterinary Science,1229845X,1,Indexada,3,True,True,True,True,0,8.0
Journal of Visual Impairment & Blindness,0145482X,1,Indexada,2,False,True,True,True,0,5.0
Journal of Visualized Experiments,1940087X,1,Indexada,1,False,True,False,False,0,0.0
Journal of Water Resources Planning and Management,07339496,1,Indexada,2,False,True,True,False,0,27.0
Journal of bioenergy and Food Science,23592710,1,Indexada,1,True,False,False,False,0,3.0
Journal of diagnostic medical sonography,15525430,1,Indexada,2,False,True,True,True,0,0.0
Journal of obstetrics and gynaecology research,13418076,1,Indexada,1,False,True,False,True,0,5.0
Journal of science and medicine in sport,14402440,1,Indexada,2,False,True,True,True,0,0.0
Journal of the Air Transport Research Society,2941198X,1,Indexada,2,False,True,True,True,0,24.0
Journal of the American Medical Directors Association,15258610,1,Indexada,2,False,True,True,True,0,10.0
Journal of the American Society of Nephrology,10466673,1,Indexada,2,False,True,True,False,0,500.0
Journal of the Autonomic Nervous System,01651838,1,Indexada,1,False,False,True,False,0,47.0
Journal of the Botanical Research Institute of Texas,19345259,1,Indexada,2,False,True,True,False,0,0.0
Journal of the Endocrine Society,24721972,1,Indexada,3,True,True,True,True,0,1.0
Journal of the Foot & Ankle,25951459,1,Indexada,1,True,False,False,False,0,0.0
Journal of the International Association of Providers of AIDS Care (JIAPAC),23259574,1,Indexada,3,True,True,True,True,0,2.0
Journal of the Mexican Federation of Radiology and Imaging,26968444,1,Indexada,1,True,False,False,False,0,0.0
Journal of the Neurological Sciences,0022510X,1,Indexada,2,False,True,True,True,0,16.0
Journal of the Peripheral Nervous System,10859489,1,Indexada,2,False,True,True,True,0,17.0
Journal of the mechanical behavior of biomedical materials/Journal of mechanical behavior of biomedical materials,17516161,1,Indexada,2,False,True,True,True,0,9.0
Kinesiology,13311441,1,Indexada,2,False,True,True,False,0,39.0
Korean Journal of Gastroenterology,15989992,1,Indexada,3,True,True,True,True,0,20.0
Kwanissa Revista de Estudos Africanos e Afro-Brasileiros,25951033,1,Indexada,1,True,False,False,False,0,0.0
LWT,00236438,1,Indexada,3,True,True,True,True,0,14.0
La Colmena,24486302,1,Indexada,1,True,False,False,False,0,0.0
Laboratory Investigation,00236837,1,Indexada,2,False,True,True,True,0,0.0
Lara D. Veeken,14620324,1,Indexada,2,False,True,True,True,0,5.0
Latin American Journal of Aquatic Research,0718560X,1,Indexada,3,True,True,True,True,0,10.0
Letrônica,19844301,1,Indexada,1,True,False,False,False,0,3.0
Letters in Applied Microbiology,02668254,1,Indexada,2,False,True,True,True,0,1.0
Licere,15162168,1,Indexada,1,True,False,False,False,0,0.0
Linear Algebra and its Applications,00243795,1,Indexada,2,False,True,True,True,0,0.0
Linguagem em (Dis)curso,15187632,1,Indexada,1,True,False,False,False,0,2.0
Linha D Água,01033638,1,Indexada,1,True,False,False,False,0,0.0
Linhas,1518367X,1,Indexada,1,True,False,False,False,0,1.0
Lipids in Health and Disease,1476511X,1,Indexada,3,True,True,True,True,0,14.0
Longitudinal and Life Course Studies,17579597,1,Indexada,2,False,True,True,False,0,0.0
Lumina,15160785,1,Indexada,1,True,False,False,False,0,0.0
Luminescence,15227235,1,Indexada,2,False,True,True,True,0,2.0
MISES Interdisciplinary Journal of Philosophy Law and Economics,23180811,1,Indexada,1,True,False,False,False,0,0.0
Machines,20751702,1,Indexada,3,True,True,True,True,0,3.0
Mammalian Biology,16165047,1,Indexada,2,False,True,True,True,0,12.0
Management of Environmental Quality An International Journal,14777835,1,Indexada,2,False,True,True,False,0,2.0
Marine Biodiversity,18671616,1,Indexada,2,False,True,True,True,0,2.0
Marine Biology,00253162,1,Indexada,2,False,True,True,True,0,21.0
Materialia,25891529,1,Indexada,2,False,True,True,True,0,19.0
Materials & Design,02641275,1,Indexada,3,True,True,True,True,0,169.0
Materials Research Express,20531591,1,Indexada,3,True,True,True,True,0,67.0
Materials Research Innovations,14328917,1,Indexada,2,False,True,True,False,0,1.0
Materials Science and Engineering B,09215107,1,Indexada,2,False,True,True,True,0,9.0
Mathematics of Computation,00255718,1,Indexada,2,False,True,True,False,0,9.0
Matraga - Revista do Programa de Pós-Graduação em Letras da UERJ,14147165,1,Indexada,1,True,False,False,False,0,0.0
Maturitas,03785122,1,Indexada,2,False,True,True,True,0,0.0
Mediações Revista de Ciências Sociais,14140543,1,Indexada,1,True,False,False,False,0,0.0
Medical & Biological Engineering & Computing,01400118,1,Indexada,2,False,True,True,True,0,30.0
Medical Ultrasonography,18444172,1,Indexada,2,False,True,True,False,0,0.0
Medical science monitor basic research/Medical science monitor. Basic research,23254394,1,Indexada,2,False,True,True,False,0,8.0
"Medicina oral, patología oral y cirugía bucal",16984447,1,Indexada,2,False,True,True,False,0,20.0
Menopause Review/Przegląd Menopauzalny,16438876,1,Indexada,3,True,True,True,False,0,6.0
Mental Illness,20367457,1,Indexada,3,True,True,True,True,0,5.0
Metabolism,00260495,1,Indexada,2,False,True,True,True,0,17.0
Metabolites,22181989,1,Indexada,3,True,True,True,True,0,8.0
Metabolomics,15733882,1,Indexada,2,False,True,True,True,0,0.0
MethodsX,22150161,1,Indexada,2,True,True,False,True,0,0.0
Metáfora Revista de literatura y análisis,26174839,1,Indexada,3,True,True,True,False,0,0.0
Microbial Biotechnology,17517915,1,Indexada,2,True,True,False,True,0,18.0
Microbial Drug Resistance,10766294,1,Indexada,2,False,True,True,False,0,6.0
Microbial Ecology,00953628,1,Indexada,2,False,True,True,True,0,17.0
Microbial Genomics,20575858,1,Indexada,3,True,True,True,True,0,4.0
Microbiology Research,20367473,1,Indexada,3,True,True,True,True,0,5.0
Microchemical Journal,0026265X,1,Indexada,2,False,True,True,True,0,0.0
Microchimica Acta,00263672,1,Indexada,2,False,True,True,True,0,13.0
Micromachines,2072666X,1,Indexada,3,True,True,True,True,0,18.0
Microscopy and Microanalysis,14319276,1,Indexada,2,False,True,True,True,0,1.0
Minerva Cardiology and Angiology,27245683,1,Indexada,2,False,True,True,False,0,2.0
Minerva Dental and Oral Science,00264970,1,Indexada,1,False,False,True,False,0,26.0
Mini-invasive Surgery,25741225,1,Indexada,2,False,True,True,False,0,3.0
Modern Physics Letters A,02177323,1,Indexada,2,False,True,True,False,0,0.0
Molecular Biology Reports,03014851,1,Indexada,2,False,True,True,True,0,0.0
Molecular Biology and Evolution,07374038,1,Indexada,3,True,True,True,True,0,75.0
Molecular Genetics and Metabolism Reports,22144269,1,Indexada,3,True,True,True,True,0,3.0
Molecular Medicine,10761551,1,Indexada,3,True,True,True,True,0,67.0
Molecular Metabolism,22128778,1,Indexada,3,True,True,True,True,0,23.0
Molecular Nutrition & Food Research,16134125,1,Indexada,2,False,True,True,True,0,0.0
Molecular and Cellular Endocrinology,03037207,1,Indexada,2,False,True,True,True,0,1.0
Motor Control,10871640,1,Indexada,2,False,True,True,False,0,25.0
Multidiscipline Modeling in Materials and Structures,15736105,1,Indexada,2,False,True,True,False,0,3.0
Multiple Sclerosis Journal - Experimental Translational and Clinical,20552173,1,Indexada,3,True,True,True,True,0,9.0
Music and Medicine,1943863X,1,Indexada,1,False,True,False,False,0,0.0
Música Hodie,16763939,1,Indexada,3,True,True,True,False,0,0.0
Nano Trends,26669781,1,Indexada,3,True,True,True,True,0,4.0
Nano-Structures & Nano-Objects,2352507X,1,Indexada,2,False,True,True,True,0,62.0
Nanoenergy Advances,2673706X,1,Indexada,3,True,True,True,True,0,0.0
Natural Product Communications,15559475,1,Indexada,3,True,True,True,True,0,3.0
Nature,00280836,1,Indexada,1,False,True,False,True,0,512.0
Nau Literária,19814526,1,Indexada,2,False,True,True,False,0,0.0
Nauplius,01046497,1,Indexada,1,True,False,False,False,0,8.0
Navus - Revista de Gestão e Tecnologia,22374558,1,Indexada,1,True,False,False,False,0,0.0
Neotropical Biology and Conservation,18099939,1,Indexada,2,True,True,False,True,0,6.0
Neotropical Ichthyology,16796225,1,Indexada,3,True,True,True,True,0,8.0
Nephrology,13205358,1,Indexada,2,False,True,True,True,0,4.0
Neuroepidemiology,02515350,1,Indexada,2,False,True,True,False,0,9.0
Neurologia i Neurochirurgia Polska,00283843,1,Indexada,2,False,True,True,False,0,3.0
Neurology India,00283886,1,Indexada,2,False,True,True,False,0,1.0
Neuropsychobiology,0302282X,1,Indexada,2,False,True,True,False,0,14.0
Neuroradiology,00283940,1,Indexada,2,False,True,True,True,0,1.0
Neuroscience,03064522,1,Indexada,2,False,True,True,True,0,10.0
Neuroscience Letters,03043940,1,Indexada,2,False,True,True,True,0,6.0
Neurosurgical Review,03445607,1,Indexada,2,False,True,True,True,0,6.0
New Biotechnology,18716784,1,Indexada,3,True,True,True,True,0,0.0
New Journal of Physics,13672630,1,Indexada,3,True,True,True,True,0,17.0
New Trends in Qualitative Research,21847770,1,Indexada,1,False,True,False,True,0,1.0
Next Nanotechnology,29498295,1,Indexada,3,True,True,True,True,0,1.0
Nucleic Acids Research,03051048,1,Indexada,3,True,True,True,True,0,41.0
Nurse Educator,03633624,1,Indexada,2,False,True,True,False,0,6.0
"Nutrición clínica y dietética hospitalaria/Nutrición clínica, dietética hospitalaria",02116057,1,Indexada,1,False,True,False,False,0,0.0
Nutrition Bulletin,14673010,1,Indexada,2,False,True,True,True,0,1.0
Nutrition Metabolism and Cardiovascular Diseases,09394753,1,Indexada,2,False,True,True,True,0,5.0
Nutrition Research and Practice,19761457,1,Indexada,2,False,True,True,False,0,7.0
OMICS A Journal of Integrative Biology,15362310,1,Indexada,2,False,True,True,False,0,6.0
OTJR Occupational Therapy Journal of Research,15394492,1,Indexada,2,False,True,True,True,0,0.0
Obesity Research & Clinical Practice,1871403X,1,Indexada,2,False,True,True,True,0,11.0
Obstetrics & Gynecology Science,22878572,1,Indexada,3,True,True,True,False,0,4.0
Occupational Therapy International,09667903,1,Indexada,3,True,True,True,True,0,17.0
Odonatologica,03750183,1,Indexada,2,False,True,True,False,0,2.0
Open Biology,20462441,1,Indexada,3,True,True,True,True,0,9.0
Operative Dentistry,03617734,1,Indexada,2,False,True,True,False,0,0.0
Ophthalmology,01616420,1,Indexada,2,False,True,True,True,0,58.0
Optical and Quantum Electronics,03068919,1,Indexada,2,False,True,True,True,0,0.0
Optics Letters,01469592,1,Indexada,2,False,True,True,False,0,22.0
Oral Surgery Oral Medicine Oral Pathology and Oral Radiology,22124403,1,Indexada,2,False,True,True,True,0,17.0
Ornamental Horticulture,2447536X,1,Indexada,3,True,True,True,False,0,0.0
Otolaryngologic Clinics of North America,00306665,1,Indexada,2,False,True,True,True,0,97.0
PEGADA - A Revista da Geografia do Trabalho,16761871,1,Indexada,1,True,False,False,False,0,0.0
PLANT PHYSIOLOGY,00320889,1,Indexada,2,False,True,True,True,0,123.0
PLoS Pathogens,15537366,1,Indexada,3,True,True,True,True,0,43.0
PM&R,19341482,1,Indexada,2,False,True,True,True,0,10.0
Pain Management Nursing,15249042,1,Indexada,2,False,True,True,True,0,62.0
Palaeontology,00310239,1,Indexada,2,False,True,True,True,0,1.0
Paradigma Revista de investigación educativa,18174221,1,Indexada,1,True,False,False,False,0,0.0
Parasitologia,26736772,1,Indexada,2,True,True,False,True,0,0.0
Parasitology International,13835769,1,Indexada,2,False,True,True,True,0,0.0
Parkinsonism & Related Disorders,13538020,1,Indexada,2,False,True,True,True,0,18.0
Pathobiology,10152008,1,Indexada,2,False,True,True,False,0,3.0
Pathogens and Global Health,20477724,1,Indexada,2,False,True,True,False,0,76.0
Pathologica,00312983,1,Indexada,2,False,True,True,False,0,9.0
Pathology & Oncology Research,12194956,1,Indexada,3,True,True,True,True,0,250.0
Pathophysiology,09284680,1,Indexada,3,True,True,True,True,0,12.0
Pediatric Blood & Cancer,15455009,1,Indexada,2,False,True,True,True,0,9.0
Pediatric Cardiology,01720643,1,Indexada,2,False,True,True,True,0,15.0
Pediatric Nephrology,0931041X,1,Indexada,2,False,True,True,True,0,18.0
Pediatric and Developmental Pathology,10935266,1,Indexada,2,False,True,True,True,0,7.0
